id,topic_id,text,type,effectiveness;;;;;;
"c4339f04269e,520545C18283,""Each canidate running for president has his/her own group of electors. The electors are usually chosen by the canidates political party. But each state has different laws. It depends on how the electors are selected and what their responsibilities are. The Presidental election is held every four years on the Tuesday after the first Monday in November. Whenever you vote for whom ever you want to be President, you are also helping choose your states electors. Whenever you vote for your canidate you are actually voting for your canidates electors. "",Evidence,Ineffective";;;;;;
"516b7c399813,520545C18283,""Your governor prepares a """"Certificate of Ascertianment"""" after the presidential election listing all of the canidates who ran for President in your state along with the names of their respective electors. Also, the certificate declares the winning of the presidential canidate in your state and it shows the electors that will represent your state at the meeting of electors in December of the election year. Your certificate is then sent to the Congress and the National Archoves as part of the official records of the presidential election. "",Evidence,Ineffective";;;;;;
"92c0faa02a26,520545C18283,""Now, im sure there are many many people that agree with me that we should get rid of the electoral college. Over 60 percent of voters would prefer a direct election to the one we have now "",Claim,Adequate";;;;;;
"68df06e02124,520545C18283,""Under the electoral college system, voters vote for a slate of electors, who in turn elect the president. The electoral college doesn't try to fix the problem of elections in which no canidate receives  a majority vote, they just ignore it. "",Evidence,Adequate";;;;;;
"3c3aa0089638,52233E7A7574,""i think since that we live in a good/bad community i think it would be good to help out the environment, or help younger individuals get a better education. Other community services require like babysitting, donating food, or donate money, not all community services are long and time wasting. "",Evidence,Effective";;;;;;
"0a92dcfa080c,52233E7A7574,""If all the students did community service, then the community would be way better for the young and the old. "",Claim,Adequate";;;;;;
"e711175b722f,52233E7A7574,""examples of a bad community for the young and the old would be like pollution in the air and on the ground, if everyone was smoking it would increase the chances of the elderly and young to get a lung disease like asthma. Or if we left litter on the floor babies could eat the litter and could go to the hospital or even die. "",Evidence,Adequate";;;;;;
"f0d17af3a898,52233E7A7574,""i recommend that everyone does community service even if the students don't want to, its good for the environment, "",Claim,Effective";;;;;;
"d8627251209e,52233E7A7574,""the people, and the learning. If we did community service we would be a roll model for younger individuals and they would want to do community service as well and the cycle would keep repeating. "",Evidence,Ineffective";;;;;;
7e93a0b29e97,52233E7A7574,Though some of the community services we may do could be very dangerous. ,Counterclaim,Adequate;;;;;;
"c4b3d135162b,52233E7A7574,""like picking up litter in the highway, some kid could walk out in the street to get a piece of trash then get hit by a car. I'm just saying that we don't use our heads sometimes. "",Evidence,Adequate";;;;;;
63646ef7b0fc,52233E7A7574,But what i' m getting to is that community service would be a great idea for everyone to do. ,Rebuttal,Adequate;;;;;;
213bf3ea7155,52233E7A7574,If we did do community service more people would come to this town and that means more students and more money for the school! ,Claim,Effective;;;;;;
"88f2bcbc1fcf,52233E7A7574,""which means we could improve some of the things this school lacks, like more space in the rooms, and a larger cafeteria. The schools budget would be sky rocketing. So were pretty much doing each other a favor like a i scratch your back, you scratch mine. ";;;;;;
",Evidence,Effective
896f2246b8fd,52233E7A7574,If people got word that were doing this good cause then the news would become an epidemic! more and more schools would start doing this making the world a better place to live in and there would be no more murder, robbery, or bullying. "",Evidence,Adequate";;;;;;
"69e12a31d18a,522A99CEF90C,""Students may take it as unfair, but they do not realize that without education, they have nothing. "",Claim,Effective";;;;;;
"db7e4e7a185b,522A99CEF90C,""To get into better universities, they will not accept grades that are not exceptional, let alone standard. I believe these students are trying to """"just get by"""" in their class work, leading them to become irresponsible, lazy, and completely oblivious to the fact that the better jobs out there require more than a """"standard"""" degree. Most school athletes believe that right out of high school, they will be drafted into a professional sports career, and for some, it is true. However, the statistics of ever making it into a professional league is slim, and for those who don't make it, and sadly don't care about their education, and end up getting a job that pays little to none and wishing that they did what they were supposed to do in school. "",Evidence,Effective";;;;;;
"7a3e7345fa69,522A99CEF90C,""A lot of the time, my fellow students think that average is good enough, and it's sad to say that I know that some of them won't do well out of school. "",Claim,Effective";;;;;;
"9bef9f6d6186,522A99CEF90C,""I know students who are going to drop out of school or not go to college, and it breaks my heart to see them make those mistakes. "",Evidence,Adequate";;;;;;
"168040363112,522A99CEF90C,""I do understand that there are students who just don't understand the work, "",Counterclaim,Effective";;;;;;
"2e868b802015,522A99CEF90C,""but a lot of the time, they don't get help with it, making harder on them self. "",Rebuttal,Effective";;;;;;
"b92a7c3b2c5b,522A99CEF90C,""Honestly, if you expect to do sports and get a good education, a C is not good enough. ";;;;;;
",Claim,Effective
c0e9c1f42695,522A99CEF90C,I also think it is a great idea to not allow students to partake in school activities, such as dances and field trips, if their grades are not up to par. "",Claim,Adequate";;;;;;
"ac76260343b3,522A99CEF90C,""If students want to have fun they should want to get their grades up. We teens and pre-teens anticipate so much from the everyone and everything, but we don't understand when our parents or teachers want us to succeed. "",Evidence,Effective";;;;;;
"132374b2b92c,52432D25C86B,""Going in favor of Electoral College has only one good favor like in Source 1 it says that """"The Cerificate of Ascertainment also declares the winning presidential candidate in your state and shows which electors will represent oyur state at the meeting of the electors in Decemeber of the election year."""" "",Counterclaim,Ineffective";;;;;;
